GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,TRACTA,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,FCL001
"G0400210","1990","AZ",,,,,,,,"99","Pinal","021",,,"8","9999",,,,"9999","4","Arizona","04",,"0013908286","0000011653","Pinal County","A","+32909084","-111346897","06",52900
"G0400230","1990","AZ",,,,,,,,"99","Santa Cruz","023",,,"8","9999",,,,"9999","4","Arizona","04",,"0003205764","0000001227","Santa Cruz County","A","+31523864","-110836469","06",71400
"G0400250","1990","AZ",,,,,,,,"99","Yavapai","025",,,"8","9999",,,,"9999","4","Arizona","04",,"0021039978","0000012405","Yavapai County","A","+34595236","-112554041","06",83600
"G0400270","1990","AZ",,,,,,,,"99","Yuma","027",,,"8","9360",,,,"9999","4","Arizona","04",,"0014282395","0000012656","Yuma County","A","+32764761","-113897214","06",63300
"G0500010","1990","AR",,,,,,,,"99","Arkansas","001",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002560297","0000117372","Arkansas County","A","+34288872","-091376344","06",40400
"G0500030","1990","AR",,,,,,,,"99","Ashley","003",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002386316","0000046109","Ashley County","A","+33190783","-091772262","06",38700
"G0500050","1990","AR",,,,,,,,"99","Baxter","005",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001435941","0000083827","Baxter County","A","+36286225","-092339841","06",52600
"G0500070","1990","AR",,,,,,,,"99","Benton","007",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002184170","0000086778","Benton County","A","+36337987","-094257842","06",58300
"G0500090","1990","AR",,,,,,,,"99","Boone","009",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001531264","0000027566","Boone County","A","+36313592","-093092833","06",45800
"G0500110","1990","AR",,,,,,,,"99","Bradley","011",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001685258","0000009718","Bradley County","A","+33463242","-092168367","06",30700
"G0500130","1990","AR",,,,,,,,"99","Calhoun","013",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001627372","0000011042","Calhoun County","A","+33554153","-092497141","06",34700
"G0500150","1990","AR",,,,,,,,"99","Carroll","015",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001641517","0000022112","Carroll County","A","+36337153","-093541961","06",47700
"G0500170","1990","AR",,,,,,,,"99","Chicot","017",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001668139","0000121371","Chicot County","A","+33266340","-091297700","06",26700
"G0500190","1990","AR",,,,,,,,"99","Clark","019",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002241656","0000044473","Clark County","A","+34053832","-093176507","06",38900
"G0500210","1990","AR",,,,,,,,"99","Clay","021",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001655897","0000005490","Clay County","A","+36376360","-090421474","06",29600
"G0500230","1990","AR",,,,,,,,"99","Cleburne","023",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001432511","0000100652","Cleburne County","A","+35542425","-092028995","06",50900
"G0500250","1990","AR",,,,,,,,"99","Cleveland","025",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001548180","0000002816","Cleveland County","A","+33894438","-092187914","06",33400
"G0500270","1990","AR",,,,,,,,"99","Columbia","027",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001984432","0000001937","Columbia County","A","+33215092","-093226530","06",38300
"G0500290","1990","AR",,,,,,,,"99","Conway","029",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001440612","0000027168","Conway County","A","+35263495","-092695052","06",38500
"G0500310","1990","AR",,,,,,,,"99","Craighead","031",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001840977","0000005782","Craighead County","A","+35828124","-090631882","06",50300
"G0500330","1990","AR",,,,,,,,"99","Crawford","033",,,"7","2720",,,,"9999","3","Arkansas","05",,"0001542341","0000022642","Crawford County","A","+35579452","-094246370","06",43500
"G0500350","1990","AR",,,,,,,,"99","Crittenden","035",,,"7","4920",,,,"9999","3","Arkansas","05",,"0001581190","0000067953","Crittenden County","A","+35212638","-090314064","06",48200
"G0500370","1990","AR",,,,,,,,"99","Cross","037",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001595167","0000016792","Cross County","A","+35300011","-090771434","06",38800
"G0500390","1990","AR",,,,,,,,"99","Dallas","039",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001728746","0000001916","Dallas County","A","+33966853","-092657033","06",33000
"G0500410","1990","AR",,,,,,,,"99","Desha","041",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001981447","0000141242","Desha County","A","+33831260","-091259304","06",36500
"G0500430","1990","AR",,,,,,,,"99","Drew","043",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002145148","0000019353","Drew County","A","+33589683","-091716904","06",38800
"G0500450","1990","AR",,,,,,,,"99","Faulkner","045",,,"7","4400",,,,"9999","3","Arkansas","05",,"0001676682","0000043218","Faulkner County","A","+35147169","-092335289","06",53900
"G0500470","1990","AR",,,,,,,,"99","Franklin","047",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001578854","0000026232","Franklin County","A","+35512250","-093891926","06",36300
"G0500490","1990","AR",,,,,,,,"99","Fulton","049",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001601231","0000005509","Fulton County","A","+36383112","-091818910","06",34600
"G0500510","1990","AR",,,,,,,,"99","Garland","051",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001756152","0000146478","Garland County","A","+34573320","-093153957","06",52400
"G0500530","1990","AR",,,,,,,,"99","Grant","053",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001636421","0000003193","Grant County","A","+34287458","-092423425","06",42600
"G0500550","1990","AR",,,,,,,,"99","Greene","055",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001495864","0000005536","Greene County","A","+36119053","-090562264","06",39300
"G0500570","1990","AR",,,,,,,,"99","Hempstead","057",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001887721","0000032561","Hempstead County","A","+33731300","-093664959","06",35100
"G0500590","1990","AR",,,,,,,,"99","Hot Spring","059",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001592780","0000018715","Hot Spring County","A","+34320144","-092945112","06",39500
"G0500610","1990","AR",,,,,,,,"99","Howard","061",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001521532","0000020129","Howard County","A","+34089827","-093989511","06",36900
"G0500630","1990","AR",,,,,,,,"99","Independence","063",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001978371","0000020168","Independence County","A","+35744099","-091566218","06",40200
"G0500650","1990","AR",,,,,,,,"99","Izard","065",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001504118","0000008611","Izard County","A","+36094609","-091911006","06",37600
"G0500670","1990","AR",,,,,,,,"99","Jackson","067",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001640953","0000020523","Jackson County","A","+35600258","-091213910","06",33800
"G0500690","1990","AR",,,,,,,,"99","Jefferson","069",,,"7","6240",,,,"9999","3","Arkansas","05",,"0002291610","0000075014","Jefferson County","A","+34269210","-091929077","06",43100
"G0500710","1990","AR",,,,,,,,"99","Johnson","071",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001715127","0000053285","Johnson County","A","+35569018","-093461165","06",38200
"G0500730","1990","AR",,,,,,,,"99","Lafayette","073",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001363745","0000048099","Lafayette County","A","+33235524","-093610593","06",23900
"G0500750","1990","AR",,,,,,,,"99","Lawrence","075",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001519327","0000014960","Lawrence County","A","+36043049","-091114974","06",30000
"G0500770","1990","AR",,,,,,,,"99","Lee","077",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001558398","0000046112","Lee County","A","+34779637","-090780318","06",32300
"G0500790","1990","AR",,,,,,,,"99","Lincoln","079",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001453606","0000028407","Lincoln County","A","+33953221","-091733936","06",30100
"G0500810","1990","AR",,,,,,,,"99","Little River","081",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001377273","0000085829","Little River County","A","+33700236","-094235637","06",39400
"G0500830","1990","AR",,,,,,,,"99","Logan","083",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001838692","0000056027","Logan County","A","+35215114","-093712628","06",33900
"G0500850","1990","AR",,,,,,,,"99","Lonoke","085",,,"7","4400",,,,"9999","3","Arkansas","05",,"0001982649","0000095782","Lonoke County","A","+34755054","-091883118","06",52600
"G0500870","1990","AR",,,,,,,,"99","Madison","087",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002167716","0000000439","Madison County","A","+36012240","-093723070","06",34800
"G0500890","1990","AR",,,,,,,,"99","Marion","089",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001548137","0000110460","Marion County","A","+36262962","-092679917","06",42100
"G0500910","1990","AR",,,,,,,,"99","Miller","091",,,"7","8360",,,,"9999","3","Arkansas","05",,"0001616349","0000034847","Miller County","A","+33311498","-093880562","06",42600
"G0500930","1990","AR",,,,,,,,"99","Mississippi","093",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002326636","0000055640","Mississippi County","A","+35764082","-090054475","06",41300
"G0500950","1990","AR",,,,,,,,"99","Monroe","095",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001571408","0000038165","Monroe County","A","+34680279","-091203053","06",32300
"G0500970","1990","AR",,,,,,,,"99","Montgomery","097",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002022732","0000050161","Montgomery County","A","+34545966","-093660190","06",31800
"G0500990","1990","AR",,,,,,,,"99","Nevada","099",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001605822","0000002136","Nevada County","A","+33666725","-093302881","06",31300
"G0501010","1990","AR",,,,,,,,"99","Newton","101",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002131641","0000000542","Newton County","A","+35917735","-093223087","06",34200
"G0501030","1990","AR",,,,,,,,"99","Ouachita","103",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001897230","0000018603","Ouachita County","A","+33591134","-092879263","06",38300
"G0501050","1990","AR",,,,,,,,"99","Perry","105",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001426983","0000024729","Perry County","A","+34946973","-092934055","06",33000
"G0501070","1990","AR",,,,,,,,"99","Phillips","107",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001794151","0000089661","Phillips County","A","+34425633","-090852019","06",36000
"G0501090","1990","AR",,,,,,,,"99","Pike","109",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001561920","0000028160","Pike County","A","+34166363","-093654743","06",32600
"G0501110","1990","AR",,,,,,,,"99","Poinsett","111",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001962683","0000014625","Poinsett County","A","+35577391","-090663212","06",34700
"G0501130","1990","AR",,,,,,,,"99","Polk","113",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002225987","0000007817","Polk County","A","+34474769","-094224002","06",35700
"G0501150","1990","AR",,,,,,,,"99","Pope","115",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002102961","0000048921","Pope County","A","+35446432","-093035762","06",47300
"G0501170","1990","AR",,,,,,,,"99","Prairie","117",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001673146","0000077206","Prairie County","A","+34827607","-091557246","06",35300
"G0501190","1990","AR",,,,,,,,"99","Pulaski","119",,,"7","4400",,,,"9999","3","Arkansas","05",,"0001996803","0000095729","Pulaski County","A","+34770100","-092310815","06",60700
"G0501210","1990","AR",,,,,,,,"99","Randolph","121",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001688348","0000010902","Randolph County","A","+36342062","-091028073","06",30900
"G0501230","1990","AR",,,,,,,,"99","St Francis","123",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001641756","0000022168","St. Francis County","A","+35021644","-090747325","06",38200
"G0501250","1990","AR",,,,,,,,"99","Saline","125",,,"7","4400",,,,"9999","3","Arkansas","05",,"0001877132","0000014872","Saline County","A","+34648426","-092674589","06",58400
"G0501270","1990","AR",,,,,,,,"99","Scott","127",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002315294","0000010910","Scott County","A","+34858644","-094063491","06",31800
"G0501290","1990","AR",,,,,,,,"99","Searcy","129",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001728047","0000003521","Searcy County","A","+35917529","-092703260","06",30000
"G0501310","1990","AR",,,,,,,,"99","Sebastian","131",,,"7","2720",,,,"9999","3","Arkansas","05",,"0001389183","0000025131","Sebastian County","A","+35199151","-094275394","06",48600
"G0501330","1990","AR",,,,,,,,"99","Sevier","133",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001460694","0000045084","Sevier County","A","+33998508","-094237697","06",34900
"G0501350","1990","AR",,,,,,,,"99","Sharp","135",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001565395","0000005159","Sharp County","A","+36153912","-091481513","06",36600
"G0501370","1990","AR",,,,,,,,"99","Stone","137",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001571193","0000007346","Stone County","A","+35862902","-092153495","06",37100
"G0501390","1990","AR",,,,,,,,"99","Union","139",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002690992","0000042397","Union County","A","+33170291","-092594441","06",40000
"G0501410","1990","AR",,,,,,,,"99","Van Buren","141",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001842925","0000033160","Van Buren County","A","+35581189","-092519040","06",43300
"G0501430","1990","AR",,,,,,,,"99","Washington","143",,,"7","2580",,,,"9999","3","Arkansas","05",,"0002461133","0000015090","Washington County","A","+35985741","-094214352","06",55200
"G0501450","1990","AR",,,,,,,,"99","White","145",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002678446","0000021448","White County","A","+35254806","-091745790","06",43200
"G0501470","1990","AR",,,,,,,,"99","Woodruff","147",,,"7","9999",,,,"9999","3","Arkansas","05",,"0001519295","0000019400","Woodruff County","A","+35187551","-091241026","06",30200
"G0501490","1990","AR",,,,,,,,"99","Yell","149",,,"7","9999",,,,"9999","3","Arkansas","05",,"0002403247","0000054385","Yell County","A","+34997776","-093406902","06",37600
"G0600010","1990","CA",,,,,,,,"84","Alameda","001",,,"9","7362",,,,"5775","4","California","06",,"0001910082","0000216939","Alameda County","A","+37653853","-121913948","06",225300
"G0600030","1990","CA",,,,,,,,"99","Alpine","003",,,"9","9999",,,,"9999","4","California","06",,"0001913110","0000011843","Alpine County","A","+38579180","-119804453","06",113200
"G0600050","1990","CA",,,,,,,,"99","Amador","005",,,"9","9999",,,,"9999","4","California","06",,"0001534745","0000030292","Amador County","A","+38444419","-120655265","06",120000
"G0600070","1990","CA",,,,,,,,"99","Butte","007",,,"9","1620",,,,"9999","4","California","06",,"0004246565","0000097429","Butte County","A","+39662375","-121596065","06",93900
"G0600090","1990","CA",,,,,,,,"99","Calaveras","009",,,"9","9999",,,,"9999","4","California","06",,"0002642286","0000043349","Calaveras County","A","+38207542","-120551793","06",114400
"G0600110","1990","CA",,,,,,,,"99","Colusa","011",,,"9","9999",,,,"9999","4","California","06",,"0002980513","0000014362","Colusa County","A","+39176482","-122235120","06",67600
"G0600130","1990","CA",,,,,,,,"84","Contra Costa","013",,,"9","7362",,,,"5775","4","California","06",,"0001865540","0000212096","Contra Costa County","A","+37933350","-121948700","06",217100
"G0600150","1990","CA",,,,,,,,"99","Del Norte","015",,,"9","9999",,,,"9999","4","California","06",,"0002610426","0000574851","Del Norte County","A","+41737320","-123956960","06",83400
"G0600170","1990","CA",,,,,,,,"99","El Dorado","017",,,"9","6920",,,,"9999","4","California","06",,"0004432778","0000206706","El Dorado County","A","+38775488","-120527585","06",155900
"G0600190","1990","CA",,,,,,,,"99","Fresno","019",,,"9","2840",,,,"9999","4","California","06",,"0015444704","0000141630","Fresno County","A","+36753992","-119647934","06",81200
"G0600210","1990","CA",,,,,,,,"99","Glenn","021",,,"9","9999",,,,"9999","4","California","06",,"0003405550","0000032018","Glenn County","A","+39594777","-122391742","06",65900
"G0600230","1990","CA",,,,,,,,"99","Humboldt","023",,,"9","9999",,,,"9999","4","California","06",,"0009253541","0001242490","Humboldt County","A","+40700416","-123911969","06",87100
"G0600250","1990","CA",,,,,,,,"99","Imperial","025",,,"9","9999",,,,"9999","4","California","06",,"0010813387","0000795211","Imperial County","A","+33038512","-115352917","06",71900
"G0600270","1990","CA",,,,,,,,"99","Inyo","027",,,"9","9999",,,,"9999","4","California","06",,"0026397464","0000092404","Inyo County","A","+36589328","-117483183","06",118500
"G0600290","1990","CA",,,,,,,,"99","Kern","029",,,"9","0680",,,,"9999","4","California","06",,"0021086815","0000052910","Kern County","A","+35338498","-118724910","06",81300
"G0600310","1990","CA",,,,,,,,"99","Kings","031",,,"9","9999",,,,"9999","4","California","06",,"0003598768","0000005429","Kings County","A","+36072642","-119814766","06",70100
"G0600330","1990","CA",,,,,,,,"99","Lake","033",,,"9","9999",,,,"9999","4","California","06",,"0003259420","0000184211","Lake County","A","+39090857","-122762036","06",94700
"G0600350","1990","CA",,,,,,,,"99","Lassen","035",,,"9","9999",,,,"9999","4","California","06",,"0011803898","0000422484","Lassen County","A","+40652341","-120577604","06",69200
"G0600370","1990","CA",,,,,,,,"49","Los Angeles","037",,,"9","4472",,,,"4480","4","California","06",,"0010515327","0001793184","Los Angeles County","A","+34184667","-118261988","06",223800
"G0600390","1990","CA",,,,,,,,"99","Madera","039",,,"9","9999",,,,"9999","4","California","06",,"0005538501","0000038756","Madera County","A","+37219685","-119765135","06",85400
"G0600410","1990","CA",,,,,,,,"84","Marin","041",,,"9","7362",,,,"7360","4","California","06",,"0001346220","0000798861","Marin County","A","+38035300","-122743465","06",354900
"G0600430","1990","CA",,,,,,,,"99","Mariposa","043",,,"9","9999",,,,"9999","4","California","06",,"0003758645","0000030246","Mariposa County","A","+37578193","-119909601","06",99200
"G0600450","1990","CA",,,,,,,,"99","Mendocino","045",,,"9","9999",,,,"9999","4","California","06",,"0009089043","0000956274","Mendocino County","A","+39431152","-123431626","06",123500
"G0600470","1990","CA",,,,,,,,"99","Merced","047",,,"9","4940",,,,"9999","4","California","06",,"0004995828","0000111700","Merced County","A","+37189464","-120711131","06",89800
"G0600490","1990","CA",,,,,,,,"99","Modoc","049",,,"9","9999",,,,"9999","4","California","06",,"0010215900","0000671474","Modoc County","A","+41595361","-120718555","06",48100
"G0600510","1990","CA",,,,,,,,"99","Mono","051",,,"9","9999",,,,"9999","4","California","06",,"0007885220","0000226384","Mono County","A","+37910550","-118873970","06",157100
"G0600530","1990","CA",,,,,,,,"99","Monterey","053",,,"9","7120",,,,"9999","4","California","06",,"0008603831","0001163336","Monterey County","A","+36239310","-121310622","06",196300
"G0600550","1990","CA",,,,,,,,"84","Napa","055",,,"9","7362",,,,"8720","4","California","06",,"0001952502","0000089302","Napa County","A","+38502833","-122323151","06",182600
"G0600570","1990","CA",,,,,,,,"99","Nevada","057",,,"9","9999",,,,"9999","4","California","06",,"0002480332","0000043716","Nevada County","A","+39304003","-120766234","06",154400
"G0600590","1990","CA",,,,,,,,"49","Orange","059",,,"9","4472",,,,"0360","4","California","06",,"0002045273","0000409804","Orange County","A","+33674967","-117777399","06",250300
"G0600610","1990","CA",,,,,,,,"99","Placer","061",,,"9","6920",,,,"9999","4","California","06",,"0003637424","0000248187","Placer County","A","+39064980","-120727661","06",168500
"G0600630","1990","CA",,,,,,,,"99","Plumas","063",,,"9","9999",,,,"9999","4","California","06",,"0006614759","0000154849","Plumas County","A","+40010792","-120834136","06",88700
"G0600650","1990","CA",,,,,,,,"49","Riverside","065",,,"9","4472",,,,"6780","4","California","06",,"0018669111","0000247762","Riverside County","A","+33727917","-115977297","06",138800
"G0600670","1990","CA",,,,,,,,"99","Sacramento","067",,,"9","6920",,,,"9999","4","California","06",,"0002501140","0000077604","Sacramento County","A","+38445368","-121349033","06",129000
"G0600690","1990","CA",,,,,,,,"99","San Benito","069",,,"9","9999",,,,"9999","4","California","06",,"0003597857","0000004339","San Benito County","A","+36611964","-121084212","06",205100
"G0600710","1990","CA",,,,,,,,"49","San Bernardino","071",,,"9","4472",,,,"6780","4","California","06",,"0051961173","0000115542","San Bernardino County","A","+34828251","-116191349","06",128500
"G0600730","1990","CA",,,,,,,,"99","San Diego","073",,,"9","7320",,,,"9999","4","California","06",,"0010889601","0000832538","San Diego County","A","+33020561","-116771868","06",186200
"G0600750","1990","CA",,,,,,,,"84","San Francisco","075",,,"9","7362",,,,"7360","4","California","06",,"0000120955","0000479639","San Francisco County","B","+37793250","-122554783","06",294800
"G0600770","1990","CA",,,,,,,,"99","San Joaquin","077",,,"9","8120",,,,"9999","4","California","06",,"0003624078","0000069753","San Joaquin County","A","+37932561","-121270600","06",120500
"G0600790","1990","CA",,,,,,,,"99","San Luis Obispo","079",,,"9","9999",,,,"9999","4","California","06",,"0008558655","0000806096","San Luis Obispo County","A","+35381635","-120445529","06",213200
"G0600810","1990","CA",,,,,,,,"84","San Mateo","081",,,"9","7362",,,,"7360","4","California","06",,"0001163191","0000756220","San Mateo County","A","+37436567","-122356471","06",340800
"G0600830","1990","CA",,,,,,,,"99","Santa Barbara","083",,,"9","7480",,,,"9999","4","California","06",,"0007092635","0002722338","Santa Barbara County","A","+34536645","-120025949","06",249200
"G0600850","1990","CA",,,,,,,,"84","Santa Clara","085",,,"9","7362",,,,"7400","4","California","06",,"0003344260","0000034472","Santa Clara County","A","+37232600","-121686315","06",287700
"G0600870","1990","CA",,,,,,,,"84","Santa Cruz","087",,,"9","7362",,,,"7485","4","California","06",,"0001154295","0000419399","Santa Cruz County","A","+37025900","-122007235","06",255400
"G0600890","1990","CA",,,,,,,,"99","Shasta","089",,,"9","6690",,,,"9999","4","California","06",,"0009804847","0000160454","Shasta County","A","+40760008","-122038133","06",90800
"G0600910","1990","CA",,,,,,,,"99","Sierra","091",,,"9","9999",,,,"9999","4","California","06",,"0002469392","0000022257","Sierra County","A","+39590741","-120499150","06",81100
"G0600930","1990","CA",,,,,,,,"99","Siskiyou","093",,,"9","9999",,,,"9999","4","California","06",,"0016283999","0000156838","Siskiyou County","A","+41589207","-122533064","06",66700
"G0600950","1990","CA",,,,,,,,"84","Solano","095",,,"9","7362",,,,"8720","4","California","06",,"0002144950","0000203792","Solano County","A","+38267400","-121938347","06",147200
"G0600970","1990","CA",,,,,,,,"84","Sonoma","097",,,"9","7362",,,,"7500","4","California","06",,"0004082375","0000497646","Sonoma County","A","+38512470","-122928697","06",200600
"G0600990","1990","CA",,,,,,,,"99","Stanislaus","099",,,"9","5170",,,,"9999","4","California","06",,"0003870915","0000052422","Stanislaus County","A","+37562401","-120993750","06",123000
"G0601010","1990","CA",,,,,,,,"99","Sutter","101",,,"9","9340",,,,"9999","4","California","06",,"0001560972","0000015962","Sutter County","A","+39039974","-121689128","06",92200
"G0601030","1990","CA",,,,,,,,"99","Tehama","103",,,"9","9999",,,,"9999","4","California","06",,"0007643208","0000029153","Tehama County","A","+40129251","-122233448","06",68700
"G0601050","1990","CA",,,,,,,,"99","Trinity","105",,,"9","9999",,,,"9999","4","California","06",,"0008233259","0000074917","Trinity County","A","+40657296","-123118229","06",79500
"G0601070","1990","CA",,,,,,,,"99","Tulare","107",,,"9","8780",,,,"9999","4","California","06",,"0012494995","0000039070","Tulare County","A","+36227815","-118796611","06",73400
"G0601090","1990","CA",,,,,,,,"99","Tuolumne","109",,,"9","9999",,,,"9999","4","California","06",,"0005790331","0000100684","Tuolumne County","A","+38018666","-119944921","06",122400
"G0601110","1990","CA",,,,,,,,"49","Ventura","111",,,"9","4472",,,,"6000","4","California","06",,"0004781006","0000938649","Ventura County","A","+34356248","-119146228","06",243500
"G0601130","1990","CA",,,,,,,,"99","Yolo","113",,,"9","6920",,,,"9999","4","California","06",,"0002622211","0000027014","Yolo County","A","+38701200","-121882611","06",137400
"G0601150","1990","CA",,,,,,,,"99","Yuba","115",,,"9","9340",,,,"9999","4","California","06",,"0001632871","0000033935","Yuba County","A","+39270692","-121352619","06",66100
"G0800010","1990","CO",,,,,,,,"34","Adams","001",,,"8","2082",,,,"2080","4","Colorado","08",,"0003087330","0000015042","Adams County","A","+39870594","-104350313","06",71200
"G0800030","1990","CO",,,,,,,,"99","Alamosa","003",,,"8","9999",,,,"9999","4","Colorado","08",,"0001872041","0000002031","Alamosa County","A","+37571634","-105784847","06",48400
"G0800050","1990","CO",,,,,,,,"34","Arapahoe","005",,,"8","2082",,,,"2080","4","Colorado","08",,"0002080195","0000005961","Arapahoe County","A","+39644335","-104331552","06",91600
"G0800070","1990","CO",,,,,,,,"99","Archuleta","007",,,"8","9999",,,,"9999","4","Colorado","08",,"0003494929","0000013617","Archuleta County","A","+37186710","-107052349","06",77800
"G0800090","1990","CO",,,,,,,,"99","Baca","009",,,"8","9999",,,,"9999","4","Colorado","08",,"0006619704","0000003543","Baca County","A","+37320937","-102556991","06",31900
"G0800110","1990","CO",,,,,,,,"99","Bent","011",,,"8","9999",,,,"9999","4","Colorado","08",,"0003921320","0000070505","Bent County","A","+37954862","-103076652","06",23600
"G0800130","1990","CO",,,,,,,,"34","Boulder","013",,,"8","2082",,,,"1125","4","Colorado","08",,"0001922962","0000023160","Boulder County","A","+40088471","-105357295","06",102300
"G0800150","1990","CO",,,,,,,,"99","Chaffee","015",,,"8","9999",,,,"9999","4","Colorado","08",,"0002625019","0000004025","Chaffee County","A","+38737034","-106175994","06",62300
"G0800170","1990","CO",,,,,,,,"99","Cheyenne","017",,,"8","9999",,,,"9999","4","Colorado","08",,"0004614037","0000000060","Cheyenne County","A","+38820224","-102587596","06",37500
"G0800190","1990","CO",,,,,,,,"99","Clear Creek","019",,,"8","9999",,,,"9999","4","Colorado","08",,"0001024242","0000002627","Clear Creek County","A","+39687705","-105635856","06",89900
